standard_code,level,points,dimension,theme,good_practice,action,verification_detail,verification_medium,link,valid_answers,linked_resources
P032,Fundamental,5,Ambiente,Suelo,Gestionar la fertilización del predio de manera sustentable,El predio aplica los fertilizantes de forma parcializada durante la temporada y teniendo en cuenta el estado fenológico del cultivo.,"Registro de aplicaciones de fertilizantes durante la temporada que cuente con los siguientes datos:  * Fecha y hora de la aplicación.  * Sector o cuartel.  * Nombre del producto.  * Composición (P2O5, K2O o N y otros nutrientes).  * Identificación de fertilizantes nitrogenados.  * Dosis.  * Método de aplicación.  * Responsable",Bitácora,https://ciruelacertificada.cl/?s=P032&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[490, 603, 748, 893]"
P033,Intermedio,3,Ambiente,Suelo,Gestionar la fertilización del predio de manera sustentable,"El predio cuenta con un plan de fertilización actualizado, basado en las características del suelo y la demanda del cultivo. Dicho plan debe ser actualizado cada temporada.",Plan de fertilización actualizado que contenga la siguiente información:  - Registro de los manejos históricos en términos de rendimientos.  - Muestreo de suelos.  - Evaluación del nivel nutricional de las plantas y del suelo post fertilización.  - Definición de un programa de fertilización para la temporada.  - Medidas de monitoreo y estrategias de corrección para las siguientes temporadas.,Bitácora,https://ciruelacertificada.cl/?s=P033&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[489, 604, 749, 894]"
P034,Avanzado,4,Ambiente,Suelo,Gestionar la fertilización del predio de manera sustentable,"El predio prioriza el uso de fertilizantes que se aplican en pequeñas proporciones a través de sistemas de fertirriego, según los periodos de demanda correspondientes.","Registro de aplicaciones de fertilizantes a través de fertirriego durante la temporada con la siguiente información:  * Fecha y hora de aplicación.  * Sector o cuartel.  * Nombre del producto.  * Composición (P2O5, K2O o N y otros nutrientes).  * Identificación de fertilizantes nitrogenados.  * Dosis.  * Método de aplicación.  * Responsable",Bitácora,https://ciruelacertificada.cl/?s=P034&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[491, 605, 750, 895]"
P035,Avanzado,4,Ambiente,Suelo,Gestionar la fertilización del predio de manera sustentable,"El predio prioriza el uso de métodos de fertilización orgánica como abono, por ejemplo: compost, ácidos húmicos, entre otros.","Registro de aplicaciones de fertilizantes durante la temporada, identificando fertilizantes orgánicos con la siguiente información:  * Fecha y hora de aplicación.  * Sector o cuartel.  * Nombre del producto.  * Composición (P2O5, K2O o N y otros nutrientes).  * Composición orgánica.  * Identificación de fertilizantes nitrogenados.  * Dosis.  * Método de aplicación.  * Responsable.",Bitácora,https://ciruelacertificada.cl/?s=P035&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[492, 606, 751, 896]"
P036,Avanzado,4,Ambiente,Biodiversidad,Establecer un ordenamiento territorial y línea base,"El predio cuenta con un diagnóstico donde se identifica la biodiversidad existente y las áreas de alto valor ecológico, dentro de su propiedad.","Diagnóstico de la biodiversidad con los siguientes puntos:  - Mapa con identificación de áreas en la explotación con alto valor ecológico (ej.: lagos, estanques y cursos de agua, corredores de vida silvestre, humedales, pastizales ricos en especies, etc.).  - Catastro de la biodiversidad existente en el lugar, por ejemplo: principales especies presentes en el entorno (aves, mamíferos, árboles, insectos, hongos, arbustos, etc.).  - Registro fotográfico con georreferenciación del estado inicial de las zonas de vegetación natural de conectividad, márgenes y límites de los campos, zonas de amortiguamiento ribereño y áreas de conservación con vegetación nativa.",Archivo,https://ciruelacertificada.cl/?s=P036&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[501, 607, 752, 897]"
P037,Avanzado,4,Ambiente,Biodiversidad,Establecer un ordenamiento territorial y línea base,"El predio cuenta con un plan para la gestión de la biodiversidad que propone medidas de conservación, utilizando información rescatada en el diagnóstico realizado previamente. Este plan es evaluado y actualizado cada 5 años.","Plan de gestión con protocolos para la implementación de las siguientes medidas:  - Línea base de sitios de interés.  - Priorización y definición de objetivos de conservación.  - Medidas de conectividad, restauración y rehabilitación.  - Medidas de manejo y control de especies exóticas.  - Plan de ordenamiento predial.  Dicho documento debe tener una fecha de elaboración inferior a 5 años.",Archivo,https://ciruelacertificada.cl/?s=P037&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[502, 608, 753, 898]"
P038,Avanzado,4,Ambiente,Biodiversidad,"Fomentar la participación en acciones para la protección y conservación de ecosistemas, hábitats o especies","El predio capacita a quienes trabajan permanentemente en la empresa, sobre el plan de gestión de la biodiversidad propuesto, generando un listado de acciones a tomar para potenciar la biodiversidad.","Registro de la ejecución de capacitaciones (lista de asistencia identificando sexo quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada).",Foto,https://ciruelacertificada.cl/?s=P038&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[550, 609, 754, 899]"
P039,Avanzado,4,Ambiente,Biodiversidad,"Fomentar la participación en acciones para la protección y conservación de ecosistemas, hábitats o especies","El predio mantiene un diálogo permanente con las empresas relacionadas al rubro en el territorio, con el objetivo de implementar en conjunto, medidas de conservación y mitigación que les permitan tener un plan de gestión de manera asociativa.",Actas de reuniones de mesas de trabajo con empresas en el territorio.,Archivo,https://ciruelacertificada.cl/?s=P039&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[561, 610, 755, 900]"
P040,Básico,2,Ambiente,Biodiversidad,"Implementar sistemas, programas o acciones para el manejo, protección y mantención de ecosistemas, especies y hábitats","El predio cuenta con márgenes y límites de los campos que se gestionan, de manera de asegurar su conservación, minimizando su intervención.","Protocolo de gestión y conservación de márgenes y límites de los campos, definiendo medidas preventivas.",Foto,https://ciruelacertificada.cl/?s=P040&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[611, 756, 901]"
P041,Básico,2,Ambiente,Biodiversidad,"Implementar sistemas, programas o acciones para el manejo, protección y mantención de ecosistemas, especies y hábitats","El predio mantiene la conectividad entre la vegetación natural, potenciando su complejidad estructural, a través de cercos vivos, corredores biológicos, franjas ribereñas, entre otras.",Inspección visual de la existencia de vegetación natural de conectividad.,Foto,https://ciruelacertificada.cl/?s=P041&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[612, 757, 902]"
P042,Básico,2,Ambiente,Biodiversidad,"Implementar sistemas, programas o acciones para el manejo, protección y mantención de ecosistemas, especies y hábitats","El predio protege las zonas de amortiguamiento ribereño (dentro de su propiedad), en el caso de encontrarse a menos de 50 metros de un cuerpo de agua o ecosistema acuático.","Inspección visual de los márgenes ribereños o franjas de amortiguación, los que deben ser mayores a 5 m en cursos de agua y mayores a 10 m en manantiales y cuerpos de agua.",Foto,https://ciruelacertificada.cl/?s=P042&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[613, 758, 903]"
P043,Intermedio,3,Ambiente,Biodiversidad,"Implementar sistemas, programas o acciones para el manejo, protección y mantención de ecosistemas, especies y hábitats","El predio identifica y monitorea las especies exóticas invasoras, en base al listado descrito en el diagnóstico.",Registro de monitoreo de especies exóticas invasoras con la siguiente información:  * Fecha del hallazgo.  * Nombre de la especie.  * Ubicación.  * N° de individuos visualizados.  * Daño provocado.  * Medidas de mitigación.,Bitácora,https://ciruelacertificada.cl/?s=P043&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[503, 614, 759, 904]"
P044,Intermedio,3,Ambiente,Biodiversidad,"Implementar sistemas, programas o acciones para el manejo, protección y mantención de ecosistemas, especies y hábitats",El predio mantiene áreas de conservación con vegetación nativa.,Son válidos los siguientes documentos:  - Mapa que identifique zonas con vegetación nativa.  - Registro del comparativo de las fotografías de estado inicial con respecto a la situación actual.,Foto,https://ciruelacertificada.cl/?s=P044&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[615, 760, 905]"
P045,Intermedio,3,Ambiente,Biodiversidad,"Implementar sistemas, programas o acciones para el manejo, protección y mantención de ecosistemas, especies y hábitats",El predio implementa medidas para proteger especies de fauna silvestre.,"Inspección visual de señaléticas de medidas de protección de fauna silvestre con respecto a:  - No cazar, matar, pescar o recolectar animales con prohibición según la legislación.  - No retener la vida silvestre en cautiverio.  - No realizar labores de limpieza de zanjas o poda de corta vientos en época de anidación de aves.  - Limitar el libre movimiento de animales domésticos en áreas de producción.  - Protocolo de acción en el caso de encontrar una especie nativa herida.",Foto,https://ciruelacertificada.cl/?s=P045&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[497, 498, 499, 500, 616, 761, 906]"
P046,Intermedio,3,Ambiente,Biodiversidad,"Implementar sistemas, programas o acciones para el manejo, protección y mantención de ecosistemas, especies y hábitats","El predio implementa procedimientos de reforestación o replantación, en caso de ser requerida la remoción de árboles dentro de la misma explotación. Esta reforestación debe realizarse con especies nativas de bajo requerimiento hídrico.",Protocolo de reforestación que incluya medidas de cuidado de árboles reforestados.,Archivo,https://ciruelacertificada.cl/?s=P046&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[617, 762, 907]"
P047,Fundamental,5,Ambiente,Insumos,Registrar las aplicaciones de productos agroquímicos,El predio registra las aplicaciones de agroquímicos realizadas.,Registro actualizado de aplicaciones con la siguiente información:  * Fecha y hora.  * Sector o cuartel.  * Nombre del producto.  * Color de la etiqueta.  * Ingrediente activo.  * Dosis.  * Método de aplicación.  * Objetivo de la aplicación.  * Período de carencia y de reingreso.  * Responsable.,Bitácora,https://ciruelacertificada.cl/?s=P047&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[506, 618, 763, 908]"
P048,Intermedio,3,Ambiente,Insumos,Disminuir el impacto ambiental de los agroquímicos,"El predio monitorea plagas, enfermedades y malezas, para determinar el tipo de intervención a realizar.","Registro de monitoreo de plagas, enfermedades y malezas actualizado mensualmente con la siguiente información:  * Fecha del hallazgo.  * Nombre de la especie.  * Ubicación.  * N° de individuos visualizados.  * Daño provocado.  * Umbral de daño máximo.  * Medidas de control.",Bitácora,https://ciruelacertificada.cl/?s=P048&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[512, 619, 764, 909]"
P049,Intermedio,3,Ambiente,Insumos,Disminuir el impacto ambiental de los agroquímicos,"El predio realiza un plan de manejo de plagas, enfermedades y malezas, en base a un umbral de daño definido, el cual debe estar asociado al monitoreo realizado.","Protocolo de manejo de plagas que especifique el umbral de daño máximo para las plagas, enfermedades y malezas más comunes, y las aplicaciones a efectuar una vez superado el umbral de daño definido.",Archivo,https://ciruelacertificada.cl/?s=P049&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[620, 765, 910]"
P050,Avanzado,4,Ambiente,Insumos,Disminuir el impacto ambiental de los agroquímicos,"El predio selecciona los productos agroquímicos en base a su impacto ambiental, prefiriendo aquellos que generen menor impacto (etiqueta verde o azul).",Registro actualizado de aplicaciones con la siguiente información:  * Fecha y hora.  * Sector o cuartel.  * Nombre del producto.  * Color de la etiqueta.  * Ingrediente activo.  * Dosis.  * Método de aplicación.  * Objetivo de la aplicación.  * Período de carencia y de reingreso.  * Responsable.,Bitácora,https://ciruelacertificada.cl/?s=P050&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[507, 621, 766, 911]"
P051,Avanzado,4,Ambiente,Insumos,Disminuir el impacto ambiental de los agroquímicos,"El predio registra el índice de impacto ambiental generado por los productos agroquímicos utilizados en la producción, prefiriendo los que tienen menor impacto para la aplicación correspondiente.","Registro de pesticidas utilizados durante la temporada, incluyendo el Score del EIQ de cada uno de ellos. Se debe verificar que se haya utilizado el producto con menor Score para el tipo de aplicación, en base a la lista de agroquímicos con autorización vigente SAG para ciruelo.  *El cálculo del EIQ se puede realizar a través de la plataforma elaborada por la universidad de Cornell https://cals.cornell.edu/new-york-state-integrated-pest-management/risk-assessment/eiq/eiq-calculator  ** Se dejará disponible el cálculo de los EIQ de los productos agroquímicos actualmente autorizados por el SAG para ciruelo europeo.",Archivo,https://ciruelacertificada.cl/?s=P051&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[508, 622, 767, 912]"
P052,Fundamental,5,Ambiente,Insumos,Almacenar adecuadamente productos agroquímicos,"El predio cuenta con una zona de almacenamiento para productos agroquímicos y combustibles, para no poner en riesgo a las personas y garantizar la inocuidad alimentaria.","Inspección visual de que exista una zona de almacenamiento de agroquímicos y combustibles identificada, que posea piso, indicación de almacenamiento de productos separado según tipo y señalética con indicaciones en caso de emergencia de derrames.",Foto,https://ciruelacertificada.cl/?s=P052&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[623, 768, 913]"
P053,Básico,2,Ambiente,Insumos,Almacenar adecuadamente productos agroquímicos,El predio mantiene un inventario actualizado de la existencia de agroquímicos en la zona de almacenamiento.,"Inventario actualizado, al menos una vez por temporada, de los productos almacenados con su etiqueta y que contenga la siguiente información:  - Nombre del producto.  - Fecha de compra.  - Número de lote y proveedor.  - Unidades adquiridas.  - Volumen utilizado.  - Fecha de caducidad o vencimiento.  - Ingrediente activo.  - Color de la etiqueta.",Bitácora,https://ciruelacertificada.cl/?s=P053&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[513, 624, 769, 914]"
P054,Intermedio,3,Ambiente,Insumos,Almacenar adecuadamente productos agroquímicos,"El predio cuenta con un kit de emergencia con señalética informativa para casos de derrames de productos agroquímicos, en el sector de lavado y zonas de almacenamiento.","Inspección visual de:  - Señalética con indicaciones en el caso de emergencia por derrames.  - Kit de emergencia en la zona de lavado y almacenamiento, verificando que cuente con:  * Señalética con protocolo de limpieza y números de emergencia.  * Sector de lavado para manos y ojos (lavatorio).  * Material de absorción para evitar propagación del derrame, por ejemplo: arena.  * Sistema manual de extinción de incendios, a base de extintores compatibles con los productos almacenados.",Foto,https://ciruelacertificada.cl/?s=P054&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[504, 505, 625, 770, 915]"
P055,Avanzado,4,Ambiente,Insumos,Realizar limpieza y mantención adecuada de productos y equipos de aplicación de agroquímicos,El predio realiza mantenciones y monitorea fugas de sus equipos con el objetivo de asegurar una adecuada calidad en la aplicación de agroquímicos.,"Check list o registro de mantención de equipos de aplicación, que cuente con la siguiente información:  * • Fecha  * • Tipo de evento  * • Equipo o infraestructura  * • Detalle labores  * • Responsable  En el caso de que esta labor la realice una empresa externa, debe existir un contrato e informe que acredite la realización de las actividades ejecutadas.",Bitácora,https://ciruelacertificada.cl/?s=P055&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[483, 626, 771, 916]"
P056,Fundamental,5,Ambiente,Insumos,Emplear de manera segura los productos agroquímicos en el predio,El predio se rige por las dosis indicadas en la etiqueta del fabricante para la aplicación de agroquímicos.,Registro actualizado de aplicaciones con la siguiente información:  * Fecha y hora.  * Sector o cuartel.  * Nombre del producto.  * Ingrediente activo.  * Dosis.  * Dosis recomendada por fabricante.  * Método de aplicación.  * Objetivo de la aplicación.  * Período de carencia y de reingreso.  * Responsable.,Bitácora,https://ciruelacertificada.cl/?s=P056&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[509, 627, 772, 917]"
P057,Avanzado,4,Ambiente,Insumos,Emplear de manera segura los productos agroquímicos en el predio,"El predio considera las condiciones climáticas para las aplicaciones de agroquímicos, realizándolas bajo las siguientes condiciones:  - Temperaturas entre 10° y 30°C.  - Velocidad del viento entre 3 y 15 km/h.  - Ausencia de lluvia entre 2 a 8 horas después de la aplicación.","Registro actualizado de aplicaciones con la siguiente información:  * Fecha y hora.  * Factores meteorológicos (temperatura, velocidad del viento y evento de lluvia).  * Sector o cuartel.  * Nombre del producto.  * Ingrediente activo.  * Dosis.  * Dosis recomendada por fabricante.  * Método de aplicación.  * Objetivo de la aplicación.  * Período de carencia y de reingreso.  * Responsable.  Se sugiere utilizar estación meteorológica propia o datos de portales como http://agroclima.cl o https://agrometeorologia.cl/",Bitácora,https://ciruelacertificada.cl/?s=P057&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[510, 628, 773, 918]"
P058,Fundamental,5,Ambiente,Residuos,Contar con un plan de manejo de residuos,El predio identifica los residuos sólidos generados y las posibles fuentes de contaminación.,"Registro actualizado que contiene la siguiente información:  - Identificación del tipo de residuo o agente contaminante.  - Identificación de la cantidad producida mensualmente.  - Identificación de los residuos peligrosos.  - Ubicación dentro de la planta.  - Destino del residuo (reciclaje, reúso, eliminación, etc.).",Bitácora,https://ciruelacertificada.cl/?s=P058&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[518, 629, 774, 919]"
P059,Avanzado,4,Ambiente,Residuos,Contar con un plan de manejo de residuos,El predio ha generado y documentado un plan de manejo de residuos.,"Plan de manejo de residuos que contenga los siguientes contenidos:  * Protocolos de almacenamiento de residuos peligrosos.  * Manejo de residuos para reciclaje o reutilización.  * Medidas de mitigación en caso de contaminación.  * Descripción del proceso y los puntos en que se generan residuos.  * Procedimientos internos para recoger y almacenar los residuos.  •Identificación de alternativas de minimización, valorización y eliminación de residuos.",Archivo,https://ciruelacertificada.cl/?s=P059&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-produccion-primaria%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[630, 775, 920]"
