standard_code,level,points,dimension,theme,good_practice,action,verification_detail,verification_medium,link,valid_answers,linked_resources
A031,Básico,2,Ambiente,Insumos,Controlar la calidad de insumos y materias primas,"La planta solicita a sus empresas proveedoras de ingredientes que son adicionados al producto (sorbato de potasio o aceites), que realicen controles de calidad a sus productos.",Documento que dé cuenta de al menos uno de los siguientes registros: - Registro de certificaciones al día de proveedores. - Copia de la resolución sanitaria de la empresa proveedora o implementación de HACCP.,Archivo,https://ciruelacertificada.cl/?s=A031&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[98, 233, 368]"
A032,Intermedio,3,Ambiente,Insumos,Controlar la calidad de insumos y materias primas,"La planta cuenta con protocolo de limpieza y se asegura de que los materiales que son reutilizados (bandejas de madera para secado, bins, carros de metal para bandejas, cajas de cartón y perimetrales), sean limpiados, reparados y revisados para su reingreso a producción.","Protocolo de limpieza, revisión y reparación de materiales.",,https://ciruelacertificada.cl/?s=A032&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[99, 234, 369]"
A033,Básico,2,Ambiente,Insumos,Respetar los niveles máximos residuales,"La planta respeta los niveles máximos de sorbato de potasio u otro insumo utilizado durante el proceso de secado o tiernizado, respetando los límites establecidos y en base a los requerimientos de los mercados de destino.","Registro de aplicación de productos en planta (sorbato de potasio y aceites vegetales), identificando los siguientes puntos: - Producto y su trazabilidad (lote). - Fase de la producción. - Fecha de aplicación. - Dosis aplicada.",Bitácora,https://ciruelacertificada.cl/?s=A033&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[100, 235, 370, 511]"
A034,Fundamental,5,Ambiente,Insumos,Utilizar empaques sustentables,"La planta evalúa la factibilidad técnica y económica de utilizar envases reciclables o reutilizables, de acuerdo a una evaluación previa de sus productos o procesos, en busca de la mejora continua en aspectos de sustentabilidad.","Estudio de pre factibilidad. (La empresa externa que lo realice, debe entregar un informe que certifique las acciones realizadas para desarrollar lo solicitado).",Archivo,https://ciruelacertificada.cl/?s=A034&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[101, 236, 371]"
A035,Avanzado,4,Ambiente,Insumos,Utilizar empaques sustentables,"La planta utiliza, en los empaques que no están en contacto directo con el producto, materiales reutilizables o reciclables. Dichos empaques poseen, al menos, una de las siguientes características: - Material reciclable. - Material reutilizable. - Material reciclado post consumidor. -Material biodegradable. -Material compostable.","Ficha técnica del insumo según especificaciones técnicas entregadas por el proveedor (Gramaje, % de insumos reciclables y tipo de material).",Archivo,https://ciruelacertificada.cl/?s=A035&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[102, 237, 372]"
A036,Avanzado,4,Ambiente,Insumos,Utilizar empaques sustentables,"La planta utiliza, en los empaques que estén en contacto directo con el producto, materiales reutilizables o reciclables. Dichos empaques poseen, al menos, una de las siguientes características: - Material reciclable. - Material reutilizable. - Material reciclado post consumidor. -Material biodegradable. -Material compostable.","Ficha técnica del insumo según especificaciones técnicas entregadas por el proveedor (Gramaje, % de insumos reciclables y tipo de material).",Archivo,https://ciruelacertificada.cl/?s=A036&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[103, 238, 373]"
A037,Fundamental,5,Ambiente,Residuos,Contar con un plan de manejo de residuos,La planta identifica los residuos sólidos generados y las posibles fuentes de contaminación.,"Registro actualizado que contiene la siguiente información: - Identificación del tipo de residuo o agente contaminante. - Identificación de la cantidad producida mensualmente. - Identificación de los residuos peligrosos. - Ubicación dentro de la planta. - Destino del residuo (reciclaje, reúso, eliminación, etc.).",Bitácora,https://ciruelacertificada.cl/?s=A037&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[18, 104, 239, 374]"
A038,Avanzado,4,Ambiente,Residuos,Contar con un plan de manejo de residuos,La planta ha generado y documentado un plan de manejo de residuos.,"Plan de manejo de residuos que contenga los siguientes contenidos: - Protocolos de almacenamiento de residuos peligrosos. - Manejo de residuos para reciclaje o reutilización. - Medidas de mitigación en caso de contaminación. - Descripción del proceso y los puntos en que se generan residuos. - Procedimientos internos para recoger y almacenar los residuos. - Identificación de alternativas de minimización, valorización y eliminación de residuos.",Archivo,https://ciruelacertificada.cl/?s=A038&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[105, 240, 375]"
A039,Fundamental,5,Ambiente,Residuos,Minimizar la contaminación derivada de la gestión de los residuos,"La planta manipula los residuos (sólidos y/o líquidos) de manera tal, que no generen derrames que contaminen el suelo y/o el agua.","Inspección visual del área de almacenamiento, corroborando que los residuos se encuentren dentro de los contenedores correspondientes, evitando el contacto directo con el suelo, con el objetivo de no generar contaminación (ejemplo: radier y techo).",Foto,https://ciruelacertificada.cl/?s=A039&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[106, 241, 376]"
A040,Intermedio,3,Ambiente,Residuos,Minimizar la contaminación derivada de la gestión de los residuos,La planta implementa un protocolo para minimizar la contaminación atmosférica por material particulado al interior de sus dependencias.,"Protocolo que cuente con las siguientes medidas para minimizar la contaminación: - No se permite la quema ni incineración de los desechos derivados de la producción. - Los caminos son pavimentados o se aplica un suspensor de polvo químico o gravilla para evitar el aumento de la polución. - Se realiza mantención a los equipos que utilizan combustibles fósiles internos, para evitar contaminación debido a fallas mecánicas.",Archivo,https://ciruelacertificada.cl/?s=A040&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[4, 107, 242, 377]"
A041,Avanzado,4,Ambiente,Residuos,Minimizar la contaminación derivada de la gestión de los residuos,La planta cuenta con un protocolo establecido para las situaciones de emergencia por contaminación por derrames de residuos líquidos.,"Inspección visual de señaléticas en lugares de riesgo de contaminación, que contemplen los siguientes elementos: - Información sobre acciones de mitigación inmediata. - Información de contacto con servicios de emergencia y autoridades locales.",Foto,https://ciruelacertificada.cl/?s=A041&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[14, 108, 243, 378]"
A042,Avanzado,4,Ambiente,Residuos,Minimizar la contaminación derivada de la gestión de los residuos,La planta capacita a su personal en la implementación del protocolo de gestión de emergencias por contaminación por derrames de residuos líquidos.,"Registro de ejecución de capacitaciones (lista de asistencia identificando sexo de quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada). Se verifica que al menos una persona atingente al área, haya recibido esta capacitación.",Foto,https://ciruelacertificada.cl/?s=A042&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[45, 109, 244, 379]"
A043,Intermedio,3,Ambiente,Residuos,Gestionar adecuadamente los residuos derivados de la producción,La planta registra periódicamente la generación y tratamiento de RILES.,"Documento con certificado de autocontrol otorgado por el Sistema de Fiscalización de Norma de Emisión de Residuos Industriales Líquidos, de la Superintendencia del Medio Ambiente (SMA). (https://portalvu.mma.gob.cl/).",Archivo,https://ciruelacertificada.cl/?s=A043&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[110, 245, 380]"
A044,Intermedio,3,Ambiente,Residuos,Gestionar adecuadamente los residuos derivados de la producción,"La planta almacena los residuos peligrosos, (por ejemplo: los aceites lubricantes derivados de vehículos y maquinarias utilizadas en la explotación), en bodegas exclusivas para este tipo de material.",Inspección visual de zona de almacenamiento de residuos peligrosos.,Foto,https://ciruelacertificada.cl/?s=A044&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[111, 246, 381]"
A045,Intermedio,3,Ambiente,Residuos,Gestionar adecuadamente los residuos derivados de la producción,"La planta lleva registro de los residuos peligrosos generados, siendo manipulados y desechados, por ejemplo: - Aceites lubricantes. - Envases y recipientes con residuos de detergentes, desinfectantes o productos químicos de procesos.","Registro actualizado que contiene la siguiente información: - Identificación del tipo de residuo o agente contaminante. - Identificación de la cantidad producida mensualmente. - Identificación de los residuos peligrosos. - Ubicación dentro de la planta. - Destino del residuo, con autorización sanitaria (reciclaje, reúso, etc.).",Bitácora,https://ciruelacertificada.cl/?s=A045&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[112, 247, 382]"
A046,Intermedio,3,Ambiente,Residuos,Gestionar adecuadamente los residuos derivados de la producción,La planta registra el volumen de biosólidos generados.,"Registro actualizado que contiene la siguiente información: - Identificación del tipo de residuo o agente contaminante. - Identificación de la cantidad producida mensualmente. - Identificación de los residuos. - Ubicación dentro de la planta. - Destino del residuo (reciclaje, reúso, etc.).",Bitácora,https://ciruelacertificada.cl/?s=A046&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[113, 248, 383]"
A047,Avanzado,4,Ambiente,Residuos,Gestionar adecuadamente los residuos derivados de la producción,"La planta segrega las aguas lluvias de las aguas derivadas de la producción, con el fin de disminuir el caudal de entrada al sistema de recepción de RILES.",Inspección visual de áreas de segregación de aguas lluvia.,Foto,https://ciruelacertificada.cl/?s=A047&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[114, 249, 384]"
A048,Avanzado,4,Ambiente,Residuos,Gestionar adecuadamente los residuos derivados de la producción,"La planta gestiona los residuos de aceites lubricantes derivados de vehículos y maquinarias utilizadas en la empresa, a través de empresas especializadas en su posterior valorización.","Informe que certifique el retiro y la posterior reutilización de los residuos, realizado por la empresa autorizada a cargo de la gestión.",Archivo,https://ciruelacertificada.cl/?s=A048&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[115, 250, 385]"
A049,Fundamental,5,Ambiente,Residuos,Gestionar residuos inorgánicos a través de técnicas de valorización y reciclaje,"La planta disminuye sus residuos enviados a gestores autorizados a través de la segregación, almacenamiento y entrega para su valorización, basándose en sus características y en las opciones de reciclaje disponibles.",Inspección visual de la existencia de contenedores y señaléticas informativas con respecto a la gestión de los residuos de reciclaje de: - PET y otros plásticos. - Tetra brik. - Papeles y cartones. - Vidrios. - Latas y otros metales. - Residuos peligrosos. - Residuos no reciclables.,Foto,https://ciruelacertificada.cl/?s=A049&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[15, 16, 17, 116, 251, 386]"
A050,Intermedio,3,Ambiente,Residuos,Gestionar residuos inorgánicos a través de técnicas de valorización y reciclaje,La planta capacita a su personal sobre la relevancia del reciclaje y los procedimientos apropiados para su implementación.,"Documentación de ejecución de capacitaciones (lista de asistencia identificando sexo del participante, tema expuesto, expositor, material expuesto). Se verifica que al menos una persona atingente al área, haya recibido esta capacitación.",Foto,https://ciruelacertificada.cl/?s=A050&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[46, 117, 252, 387]"
A051,Fundamental,5,Ambiente,Residuos,Compostar la materia orgánica generada utilizando el compost en su actividad productiva,"La planta reutiliza la materia orgánica generada en sus procesos, a través de una de las siguientes técnicas: - Compostaje. - Lombricultura. - Biomasa Carozo para la combustión de calderas en el proceso de tiernizado. - Venta o donación a otras explotaciones.","Registro actualizado que contiene la siguiente información: - Identificación del tipo de residuo orgánico. - Identificación de la cantidad producida mensualmente. - Ubicación dentro de la planta. - Destino del residuo (reciclaje, reúso, etc.).",Bitácora,https://ciruelacertificada.cl/?s=A051&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[118, 253, 388]"
A052,Fundamental,5,Ambiente,Energía,Implementar un sistema de gestión de la energía,La planta establece un sistema de registro mensual del consumo de energía.,"Registro de consumo energético actualizado mensualmente que contenga la siguiente información: - Tipo de fuente de energía. Eléctrica, gas (natural y/o licuado), combustible (diésel, bencina, kerosene), leña, carbón, entre otros. - Consumo energético mensual (kWh). - Gasto en energía ($/mes).",Bitácora,https://ciruelacertificada.cl/?s=A052&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[25, 119, 254, 389]"
A053,Intermedio,3,Ambiente,Energía,Implementar un sistema de gestión de la energía,"La planta implementa un plan de capacitación para los trabajadores, abordando la gestión eficiente de la energía.","Registro de ejecución de capacitaciones (lista de asistencia identificando sexo de quien participa, tema expuesto, persona que expone, material expuesto, registro fotográfico y certificación entregada). Se verifica que al menos una persona atingente al área, haya recibido esta capacitación.",Foto,https://ciruelacertificada.cl/?s=A053&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[47, 120, 255, 390]"
A054,Intermedio,3,Ambiente,Energía,Implementar un sistema de gestión de la energía,La planta cuenta con un diagnóstico energético actualizado.,"Reporte de diagnóstico energético con levantamiento de información para la identificación de consumo cuenta con: - Registros mensuales de consumo energético. - Identificación de equipos y su consumo energético. (Identificar las áreas críticas en cuanto a consumo). - Identificación de períodos de alto consumo energético por mes (estacional o continuo).. - Registro de mantenimiento de equipos. - Definición del indicador de consumo en base a la producción. - Identificación de capacitaciones en el ámbito de energía. - Identificación de oportunidades de mejora y costos, tiempo de implementación, necesidades adicionales (construcción, capacitación, remodelación, entre otras). En el caso de que lo haga una empresa externa, ésta deberá entregar un informe que certifique las acciones realizadas para entregar el diagnóstico.",Archivo,https://ciruelacertificada.cl/?s=A054&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[23, 121, 256, 391]"
A055,Avanzado,4,Ambiente,Energía,Implementar un sistema de gestión de la energía,La planta implementa un sistema de gestión de la energía.,Documento con un sistema de gestión de la energía que considere la siguiente información: * Determinación del alcance del sistema de gestión de la energía. * Línea de base energética a través de un indicador de eficiencia energética indicando el año de la línea base (kWh /kilo de fruta seca). * Una meta de intensidad energética.,Archivo,https://ciruelacertificada.cl/?s=A055&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[24, 122, 257, 392]"
A056,Fundamental,5,Ambiente,Energía,Implementar medidas de eficiencia energética relacionadas al plan de gestión,La planta cuenta con señalética que promueve el uso eficiente de la energía.,Inspección visual de señaléticas de uso eficiente de energía en espacios de trabajo con la siguiente información: - Apaga la luz antes de salir. - Cierra la puerta al salir. - Notificar fugas de vapor. - Recordar mantenciones preventivas. - Regular el consumo de agua caliente.,Foto,https://ciruelacertificada.cl/?s=A056&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[20, 21, 22, 123, 258, 393]"
A057,Fundamental,5,Ambiente,Energía,Implementar medidas de eficiencia energética relacionadas al plan de gestión,"La planta adquiere equipos industriales o maquinarias o, sustituye sus piezas por otras que presenten un bajo consumo energético o que incorporen el modo ahorro de energía.","Fichas técnicas de los equipos, maquinarias o piezas que especifiquen el registro de potencia en cada caso.",Archivo,https://ciruelacertificada.cl/?s=A057&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[124, 259, 394]"
A058,Básico,2,Ambiente,Energía,Implementar medidas de eficiencia energética relacionadas al plan de gestión,La planta implementa medidas para mejorar la eficiencia de los vehículos dentro de la explotación.,"Inspección visual de señaléticas en área de guardado de vehículos que apunten a las siguientes medidas. - Control de la presión de los neumáticos. - Reducción del peso de la carga en los vehículos. - Conducción eficiente a velocidades inferiores a 20 km/h. - Combina viajes y evita los que son innecesarios. - Conduce suavemente, evitando aceleraciones y frenadas bruscas. - Condiciones climáticas: El viento en contra y las temperaturas extremas pueden aumentar el consumo de combustible.",Foto,https://ciruelacertificada.cl/?s=A058&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[19, 125, 260, 395]"
A059,Básico,2,Ambiente,Energía,Implementar medidas de eficiencia energética relacionadas al plan de gestión,"La planta realiza mantención de equipos, maquinarias y vehículos, una vez durante la temporada o más frecuentemente si las indicaciones del fabricante lo estipulan, asegurando un adecuado funcionamiento y uso eficiente de la energía.","Son válidos los siguientes documentos: * Check list de mantenimiento de equipos. * Registro de mantenimiento de equipos. * Bitácora de mantención. * Plan de mantenimiento de equipos, maquinarias y vehículos. En el caso de que esta labor la realice una empresa externa, debe existir un contrato e informe que acredite la realización de las actividades mencionadas.",Bitácora,https://ciruelacertificada.cl/?s=A059&jet_ajax_search_settings=%7B%22current_query%22%3A%7B%22taxonomy%22%3A%22estandares-recursos%22%2C%22term%22%3A%22recurso-adecuacion-agroindustrial%22%7D%2C%22sentence%22%3Atrue%2C%22search_in_taxonomy%22%3Atrue%2C%22search_in_taxonomy_source%22%3A%5B%22elementor_library_category%22%2C%22acciones-relacionadas%22%5D%7D,"['Si cumplo', 'No cumplo', 'No cumplo, pero me es factible', 'No aplica a mi sistema productivo']","[5, 126, 261, 396]"
